county,station,year,month,day,max_day_temp,min_day_temp,max_day_dewpt,min_day_dewpt,max_day_vappr,min_day_vappr,max_day_msl,min_day_msl
Dublin,PHOENIX PARK,2015,2,5,7.3,0.8,3.9,-1.9,8.1,5.3,1033.1,1030.5
Mayo,NEWPORT,2015,2,5,9.0,1.3,5.9,0.4,9.3,6.3,1034.2,1032.0
Westmeath,MULLINGAR,2015,2,5,7.1,0.3,4.5,-1.6,8.4,5.4,1033.4,1031.1
Dublin,DUBLIN AIRPORT,2015,2,5,7.1,0.8,4.5,-1.0,8.5,5.6,1033.3,1030.3
Donegal,FINNER,2015,2,5,7.8,2.7,6.7,1.1,9.8,6.6,1034.0,1030.8
Tipperary,GURTEEN,2015,2,5,7.2,-1.5,4.2,-2.6,8.3,5.0,1033.3,1031.5
Cork,CORK AIRPORT,2015,2,5,6.9,-0.7,3.0,-2.0,7.5,5.3,1033.0,1031.7
Dublin,CASEMENT,2015,2,5,7.1,0.1,4.2,-1.6,8.2,5.5,1033.0,1030.7
Carlow,OAK PARK,2015,2,5,6.8,-0.7,4.2,-1.8,8.2,5.3,1033.0,1031.0
Cork,MOORE PARK,2015,2,5,7.8,-1.8,3.8,-3.2,8.0,4.8,1033.0,1031.6
Sligo,MARKREE,2015,2,5,7.9,-0.8,6.1,-1.5,9.4,5.5,1034.2,1031.5
Galway,ATHENRY,2015,2,5,8.1,-2.5,4.6,-3.0,8.5,4.9,1033.7,1031.8
Kerry,VALENTIA OBSERVATORY,2015,2,5,8.0,-2.1,4.0,-3.3,8.1,4.8,1034.1,1032.5
Wexford,JOHNSTOWNII,2015,2,5,7.2,1.4,3.6,-1.6,7.9,5.4,1031.8,1030.0
Mayo,KNOCK AIRPORT,2015,2,5,7.1,1.0,5.0,-0.9,8.7,5.7,1034.6,1032.0
Mayo,CLAREMORRIS,2015,2,5,8.3,-0.2,5.4,-1.1,8.9,5.6,1034.1,1031.9
Cavan,BALLYHAISE,2015,2,5,7.4,-0.1,5.6,-1.6,9.1,5.4,1033.3,1030.3
Mayo,BELMULLET,2015,2,5,9.9,1.3,6.1,-0.8,9.4,5.8,1034.5,1031.9
Cork,ROCHES POINT,2015,2,5,7.7,1.7,3.4,-1.5,7.8,5.5,1032.7,1031.0
Clare,SHANNON AIRPORT,2015,2,5,8.4,-2.0,4.6,-3.2,8.5,4.8,1033.8,1032.3
Donegal,MALIN HEAD,2015,2,5,7.5,5.7,6.5,2.1,9.7,7.1,1034.0,1029.4
Roscommon,MT DILLON,2015,2,5,7.8,-0.2,5.4,-1.6,8.9,5.4,1033.8,1031.2
Galway,MACE HEAD,2015,2,5,7.9,2.7,5.1,-2.0,8.8,5.3,1033.8,1032.0
Meath,DUNSANY,2015,2,5,7.3,-0.8,4.2,-1.7,8.3,5.4,1033.3,1030.6
Dublin,CASEMENT,2015,2,6,5.6,1.6,3.5,0.1,7.9,6.2,1038.1,1032.8
Clare,SHANNON AIRPORT,2015,2,6,6.8,2.2,4.1,0.7,8.2,6.4,1038.9,1033.0
Cork,SherkinIsland,2015,2,6,7.4,3.0,4.1,0.8,8.2,6.5,1036.9,1031.7
Dublin,DUBLIN AIRPORT,2015,2,6,5.5,1.7,3.8,1.1,8.0,6.6,1038.2,1033.1
Cork,CORK AIRPORT,2015,2,6,5.5,1.9,4.0,-0.1,8.1,6.0,1037.4,1032.1
Mayo,CLAREMORRIS,2015,2,6,6.7,3.6,4.2,1.6,8.3,6.8,1039.6,1033.9
Cavan,BALLYHAISE,2015,2,6,5.8,1.2,4.8,0.7,8.6,6.4,1038.8,1033.4
Galway,MACE HEAD,2015,2,6,7.3,4.3,3.7,1.2,8.0,6.6,1039.4,1033.4
Donegal,FINNER,2015,2,6,6.6,4.0,4.0,2.1,8.1,7.1,1039.6,1034.0
Wexford,JOHNSTOWNII,2015,2,6,5.5,3.0,2.6,-0.3,7.4,6.0,1037.3,1031.6
Galway,ATHENRY,2015,2,6,6.6,2.8,3.9,1.8,8.1,6.9,1039.0,1033.4
Cork,ROCHES POINT,2015,2,6,6.5,3.6,3.7,-0.4,8.0,5.9,1037.1,1031.7
Dublin,PHOENIX PARK,2015,2,6,6.1,2.3,3.1,0.7,7.7,6.4,1038.2,1032.9
Roscommon,MT DILLON,2015,2,6,6.2,2.6,4.2,1.2,8.2,6.7,1039.1,1033.6
Cork,MOORE PARK,2015,2,6,6.7,2.6,4.0,-0.1,8.1,6.1,1037.6,1032.1
Tipperary,GURTEEN,2015,2,6,5.7,0.6,4.2,0.2,8.2,6.2,1038.6,1033.0
Mayo,BELMULLET,2015,2,6,7.6,3.2,4.8,2.2,8.6,7.2,1040.0,1034.3
Kerry,VALENTIA OBSERVATORY,2015,2,6,7.7,4.3,4.5,0.7,8.4,6.4,1037.7,1032.5
Carlow,OAK PARK,2015,2,6,6.2,2.2,3.5,0.7,7.8,6.4,1038.0,1032.7
Mayo,NEWPORT,2015,2,6,7.1,4.7,4.4,1.6,8.4,6.9,1039.7,1034.0
Donegal,MALIN HEAD,2015,2,6,6.5,2.9,5.1,1.7,8.8,6.9,1039.0,1034.0
Westmeath,MULLINGAR,2015,2,6,5.5,2.4,3.7,0.4,8.0,6.3,1038.8,1033.4
Sligo,MARKREE,2015,2,6,6.7,3.1,4.0,1.4,8.1,6.7,1039.6,1034.1
Mayo,KNOCK AIRPORT,2015,2,6,5.5,3.3,3.4,0.9,7.8,6.5,1039.9,1034.4
Meath,DUNSANY,2015,2,6,5.2,2.6,3.8,0.7,8.0,6.4,1038.5,1033.1
Cork,ROCHES POINT,2015,2,7,6.9,2.2,3.4,0.1,7.8,6.2,1042.0,1037.2
Dublin,PHOENIX PARK,2015,2,7,7.6,1.1,3.8,0.5,8.0,6.4,1042.4,1038.3
Carlow,OAK PARK,2015,2,7,7.0,3.6,4.4,1.5,8.4,6.8,1042.2,1038.1
Clare,SHANNON AIRPORT,2015,2,7,7.3,3.5,4.3,0.3,8.3,6.2,1043.0,1039.1
Cork,MOORE PARK,2015,2,7,7.3,3.4,3.9,-0.0,8.0,6.1,1042.2,1037.5
Galway,MACE HEAD,2015,2,7,8.4,3.9,4.7,1.4,8.5,6.8,1043.3,1039.4
Dublin,DUBLIN AIRPORT,2015,2,7,7.5,1.4,4.7,1.2,8.6,6.6,1042.4,1038.3
Cork,CORK AIRPORT,2015,2,7,6.3,0.1,3.6,-0.4,8.0,5.9,1042.3,1037.6
Cavan,BALLYHAISE,2015,2,7,8.6,3.0,4.9,1.1,8.7,6.6,1042.5,1039.1
Roscommon,MT DILLON,2015,2,7,8.3,2.5,5.1,1.2,8.8,6.6,1043.0,1039.5
Wexford,JOHNSTOWNII,2015,2,7,6.9,3.9,4.2,1.6,8.3,6.9,1041.7,1037.1
Mayo,CLAREMORRIS,2015,2,7,8.0,2.6,5.4,2.2,9.0,7.1,1043.5,1039.7
Kerry,VALENTIA OBSERVATORY,2015,2,7,7.7,2.3,3.3,0.0,7.7,6.1,1042.5,1037.7
Cork,SherkinIsland,2015,2,7,6.7,2.8,3.7,0.8,8.0,6.5,1042.3,1037.1
Mayo,NEWPORT,2015,2,7,8.2,4.5,6.0,3.9,9.4,8.1,1043.7,1040.0
Donegal,MALIN HEAD,2015,2,7,8.3,5.0,7.3,3.8,10.3,8.0,1043.2,1039.4
Tipperary,GURTEEN,2015,2,7,7.0,0.4,4.3,-0.7,8.3,5.8,1042.9,1038.9
Dublin,CASEMENT,2015,2,7,7.2,1.0,4.4,0.3,8.4,6.2,1042.5,1038.2
Mayo,BELMULLET,2015,2,7,9.4,5.4,6.0,3.8,9.3,8.0,1044.4,1040.3
Galway,ATHENRY,2015,2,7,7.9,0.5,4.8,-0.1,8.6,6.1,1043.2,1039.4
Westmeath,MULLINGAR,2015,2,7,7.9,3.5,4.7,0.4,8.5,6.3,1042.7,1039.0
Sligo,MARKREE,2015,2,7,8.9,0.5,5.6,0.1,9.1,6.2,1043.6,1039.7
Meath,DUNSANY,2015,2,7,7.5,2.9,4.9,1.3,8.7,6.7,1042.4,1038.6
Mayo,KNOCK AIRPORT,2015,2,7,6.8,3.4,4.8,2.4,8.6,7.3,1043.9,1040.1
Donegal,FINNER,2015,2,7,8.7,2.0,6.6,1.5,9.8,6.8,1043.3,1039.6
Cavan,BALLYHAISE,2015,2,8,3.7,-0.2,3.3,-0.4,7.7,5.9,1042.9,1040.5
Dublin,CASEMENT,2015,2,8,2.7,-2.9,2.5,-3.5,7.3,4.7,1043.4,1041.0
Westmeath,MULLINGAR,2015,2,8,3.4,-0.8,2.8,-1.0,7.5,5.7,1043.5,1041.3
Donegal,FINNER,2015,2,8,5.3,-1.6,4.1,-1.8,8.2,5.3,1043.6,1040.5
Mayo,KNOCK AIRPORT,2015,2,8,4.5,1.2,3.8,0.9,8.0,6.5,1044.0,1041.7
Kerry,VALENTIA OBSERVATORY,2015,2,8,8.4,-1.5,5.1,-2.3,8.8,5.1,1043.4,1041.7
Cork,ROCHES POINT,2015,2,8,7.6,1.7,4.8,1.0,8.6,6.6,1043.2,1041.1
Carlow,OAK PARK,2015,2,8,3.8,0.3,2.8,-0.0,7.5,6.1,1043.7,1041.4
Cork,MOORE PARK,2015,2,8,3.3,-1.2,3.2,-1.7,7.7,5.4,1043.6,1041.6
Roscommon,MT DILLON,2015,2,8,3.5,-1.5,3.2,-1.8,7.7,5.4,1043.5,1040.9
Tipperary,GURTEEN,2015,2,8,2.5,-2.1,2.4,-2.7,7.3,5.0,1043.6,1041.3
Mayo,CLAREMORRIS,2015,2,8,4.0,-1.2,3.7,-1.6,8.0,5.5,1043.7,1041.4
Cork,SherkinIsland,2015,2,8,7.7,2.2,4.8,1.7,8.6,6.9,1043.6,1040.9
Dublin,PHOENIX PARK,2015,2,8,1.9,-1.6,1.2,-2.1,6.6,5.2,1043.5,1040.9
Galway,MACE HEAD,2015,2,8,6.8,2.0,4.5,0.7,8.4,6.4,1043.4,1041.0
Donegal,MALIN HEAD,2015,2,8,6.9,4.6,6.2,3.1,9.4,7.6,1043.2,1038.7
Sligo,MARKREE,2015,2,8,4.7,-1.1,3.8,-1.5,8.0,5.5,1043.7,1041.0
Wexford,JOHNSTOWNII,2015,2,8,8.2,0.0,4.1,-0.7,8.2,5.8,1043.0,1040.2
Mayo,BELMULLET,2015,2,8,6.6,-0.9,4.7,-1.6,8.6,5.4,1044.3,1040.9
Galway,ATHENRY,2015,2,8,4.4,-2.7,3.8,-3.0,8.0,4.9,1043.7,1041.3
Clare,SHANNON AIRPORT,2015,2,8,4.2,0.0,3.5,-0.2,7.9,6.0,1044.0,1041.9
Mayo,NEWPORT,2015,2,8,5.3,2.3,4.5,2.3,8.4,7.2,1043.8,1041.0
Dublin,DUBLIN AIRPORT,2015,2,8,2.9,-1.6,2.8,-1.6,7.5,5.4,1043.3,1040.7
Cork,CORK AIRPORT,2015,2,8,7.8,-0.4,5.0,-0.4,8.7,5.9,1043.6,1041.3
Meath,DUNSANY,2015,2,8,2.0,-2.0,1.9,-2.2,7.0,5.2,1043.1,1041.0
Dublin,CASEMENT,2015,2,9,4.4,0.3,2.8,0.2,7.4,6.2,1041.0,1035.4
Galway,ATHENRY,2015,2,9,6.9,3.7,3.7,2.4,8.0,7.2,1041.2,1035.0
Cork,ROCHES POINT,2015,2,9,6.6,2.1,3.2,1.4,7.7,6.8,1040.9,1035.3
Donegal,FINNER,2015,2,9,7.2,4.7,5.5,3.0,9.1,7.6,1040.1,1034.2
Mayo,BELMULLET,2015,2,9,8.2,6.5,5.3,3.9,8.9,8.1,1040.6,1034.0
Cavan,BALLYHAISE,2015,2,9,5.9,1.9,4.0,1.1,8.1,6.6,1040.2,1034.4
Carlow,OAK PARK,2015,2,9,4.6,0.4,2.5,0.1,7.3,6.2,1041.8,1035.4
Roscommon,MT DILLON,2015,2,9,6.3,2.8,3.9,1.6,8.1,6.9,1040.9,1034.7
Mayo,KNOCK AIRPORT,2015,2,9,5.6,2.5,3.7,1.8,8.0,6.9,1041.6,1034.9
Tipperary,GURTEEN,2015,2,9,6.0,2.9,4.1,1.7,8.2,6.9,1041.3,1035.3
Dublin,PHOENIX PARK,2015,2,9,4.9,0.8,2.4,0.3,7.3,6.2,1040.9,1035.5
Cork,SherkinIsland,2015,2,9,5.1,0.3,3.7,0.2,7.9,6.2,1041.0,1035.1
Kerry,VALENTIA OBSERVATORY,2015,2,9,7.5,1.1,3.4,0.0,7.8,6.1,1041.6,1034.9
Sligo,MARKREE,2015,2,9,7.0,3.2,4.0,1.7,8.1,6.9,1040.9,1034.6
Westmeath,MULLINGAR,2015,2,9,5.2,2.0,3.2,1.4,7.7,6.7,1041.0,1035.1
Galway,MACE HEAD,2015,2,9,7.9,6.5,4.1,3.0,8.2,7.6,1040.9,1034.2
Cork,CORK AIRPORT,2015,2,9,5.8,1.5,3.6,1.5,7.9,6.8,1041.5,1035.4
Dublin,DUBLIN AIRPORT,2015,2,9,4.5,0.7,3.1,0.7,7.6,6.4,1040.9,1035.4
Mayo,CLAREMORRIS,2015,2,9,7.1,3.5,4.1,3.0,8.2,7.6,1041.3,1034.6
Clare,SHANNON AIRPORT,2015,2,9,7.5,4.2,3.6,2.1,8.0,7.2,1041.7,1035.3
Donegal,MALIN HEAD,2015,2,9,7.5,5.8,6.9,5.7,10.0,9.2,1038.5,1033.4
Mayo,NEWPORT,2015,2,9,8.2,3.4,5.1,2.2,8.8,7.2,1040.7,1034.3
Cork,MOORE PARK,2015,2,9,5.7,2.4,3.4,1.8,7.8,7.0,1041.5,1035.4
Meath,DUNSANY,2015,2,9,4.7,0.8,3.2,0.6,7.7,6.4,1040.8,1035.2
Wexford,JOHNSTOWNII,2015,2,9,3.9,-0.4,2.8,-1.1,7.5,5.6,1040.3,1035.6
Cavan,BALLYHAISE,2015,2,10,4.6,-0.1,2.5,-1.1,7.3,5.6,1034.2,1026.1
Donegal,MALIN HEAD,2015,2,10,6.4,2.2,5.6,0.4,9.1,6.3,1033.1,1025.4
Galway,MACE HEAD,2015,2,10,6.3,2.6,2.8,0.5,7.5,6.3,1034.0,1024.6
Donegal,FINNER,2015,2,10,5.8,0.1,3.5,-1.0,7.9,5.7,1033.6,1025.4
Mayo,BELMULLET,2015,2,10,6.9,4.4,4.1,2.1,8.2,7.1,1033.4,1024.4
Mayo,CLAREMORRIS,2015,2,10,5.4,0.5,3.0,-0.2,7.6,6.0,1034.2,1025.6
Cork,SherkinIsland,2015,2,10,7.9,3.9,4.6,2.7,8.5,7.4,1034.8,1024.3
Dublin,PHOENIX PARK,2015,2,10,4.8,1.8,1.6,-0.1,6.9,6.1,1035.2,1026.9
Mayo,NEWPORT,2015,2,10,6.1,1.7,3.9,1.0,8.1,6.6,1033.8,1024.9
Roscommon,MT DILLON,2015,2,10,4.9,0.5,2.5,-0.3,7.3,6.0,1034.4,1025.9
Meath,DUNSANY,2015,2,10,3.6,1.2,2.5,0.1,7.3,6.2,1034.8,1026.6
Wexford,JOHNSTOWNII,2015,2,10,5.2,1.7,3.5,0.8,7.9,6.5,1035.4,1026.5
Mayo,KNOCK AIRPORT,2015,2,10,4.3,-0.7,2.9,-0.8,7.5,5.8,1034.5,1026.2
Cork,ROCHES POINT,2015,2,10,7.1,3.1,3.8,1.6,8.0,6.8,1035.0,1024.9
Clare,SHANNON AIRPORT,2015,2,10,5.5,1.8,2.6,0.0,7.4,6.2,1034.8,1025.2
Carlow,OAK PARK,2015,2,10,4.2,0.4,2.5,-0.1,7.3,6.1,1035.2,1026.5
Sligo,MARKREE,2015,2,10,5.6,0.5,2.7,-0.2,7.4,6.0,1034.1,1026.1
Cork,CORK AIRPORT,2015,2,10,5.2,1.7,4.0,1.7,8.1,6.9,1035.2,1025.4
Tipperary,GURTEEN,2015,2,10,4.5,1.0,2.6,0.0,7.4,6.1,1034.7,1025.4
Galway,ATHENRY,2015,2,10,4.8,1.3,2.2,0.2,7.2,6.2,1034.5,1025.1
Dublin,CASEMENT,2015,2,10,2.7,0.4,1.9,0.0,7.0,6.1,1035.2,1026.7
Kerry,VALENTIA OBSERVATORY,2015,2,10,6.5,0.5,2.9,-0.5,7.5,5.9,1034.6,1024.2
Westmeath,MULLINGAR,2015,2,10,3.7,0.3,1.7,-0.6,6.9,5.8,1034.9,1026.1
Cork,MOORE PARK,2015,2,10,4.8,1.5,3.4,0.7,7.8,6.4,1034.9,1025.2
Dublin,DUBLIN AIRPORT,2015,2,10,3.6,1.2,2.2,0.6,7.1,6.4,1035.1,1027.0
Mayo,CLAREMORRIS,2015,2,11,6.4,1.1,4.2,0.7,8.3,6.4,1025.2,1018.6
Dublin,CASEMENT,2015,2,11,5.6,0.6,3.5,-0.2,7.8,6.0,1026.5,1020.3
Clare,SHANNON AIRPORT,2015,2,11,6.9,4.3,4.8,2.6,8.6,7.4,1024.6,1019.2
Cork,MOORE PARK,2015,2,11,6.2,4.9,4.4,3.2,8.4,7.7,1024.8,1019.9
Dublin,DUBLIN AIRPORT,2015,2,11,5.7,1.8,3.0,0.8,7.6,6.4,1026.8,1020.3
Tipperary,GURTEEN,2015,2,11,5.9,4.0,3.4,2.2,7.8,7.2,1024.9,1019.4
Cork,CORK AIRPORT,2015,2,11,6.2,4.6,5.0,3.3,8.7,7.8,1024.6,1019.9
Meath,DUNSANY,2015,2,11,5.1,2.1,3.0,0.8,7.6,6.5,1026.2,1020.0
Mayo,BELMULLET,2015,2,11,7.7,2.9,5.4,1.0,9.0,6.6,1024.3,1017.1
Cavan,BALLYHAISE,2015,2,11,5.3,2.0,3.1,1.2,7.6,6.7,1025.5,1019.0
Mayo,NEWPORT,2015,2,11,7.2,1.5,4.5,0.8,8.4,6.5,1024.9,1017.9
Westmeath,MULLINGAR,2015,2,11,5.5,3.2,3.0,1.3,7.6,6.7,1025.6,1019.8
Galway,MACE HEAD,2015,2,11,7.4,3.9,5.2,1.8,8.8,7.0,1024.3,1017.8
Mayo,KNOCK AIRPORT,2015,2,11,5.2,-0.1,3.5,-0.3,7.9,5.9,1025.6,1018.9
Dublin,PHOENIX PARK,2015,2,11,6.1,0.9,2.6,-0.4,7.4,5.9,1026.6,1020.4
Cork,SherkinIsland,2015,2,11,8.4,6.9,5.9,2.6,9.3,7.4,1023.9,1019.3
Kerry,VALENTIA OBSERVATORY,2015,2,11,8.5,6.5,5.3,2.6,8.9,7.4,1023.7,1018.7
Sligo,MARKREE,2015,2,11,6.4,0.6,4.0,0.2,8.1,6.2,1025.3,1018.6
Donegal,FINNER,2015,2,11,7.1,-1.2,2.9,-2.0,7.5,5.3,1024.9,1017.9
Galway,ATHENRY,2015,2,11,6.8,2.9,4.0,1.6,8.2,6.9,1024.9,1018.9
Carlow,OAK PARK,2015,2,11,5.4,3.8,3.7,2.2,8.0,7.2,1025.9,1020.4
Cork,ROCHES POINT,2015,2,11,7.4,6.1,4.5,2.5,8.4,7.3,1024.5,1020.0
Donegal,MALIN HEAD,2015,2,11,6.0,0.9,3.0,-0.6,7.6,5.9,1024.8,1017.5
Roscommon,MT DILLON,2015,2,11,5.9,1.2,3.7,0.6,7.9,6.4,1025.0,1019.2
Wexford,JOHNSTOWNII,2015,2,11,6.0,4.7,3.9,2.1,8.1,7.1,1026.0,1020.5
Mayo,CLAREMORRIS,2015,2,12,7.5,4.5,4.3,2.4,8.3,7.3,1019.1,998.4
Cavan,BALLYHAISE,2015,2,12,7.0,3.3,2.9,1.0,7.5,6.6,1019.2,1002.5
Carlow,OAK PARK,2015,2,12,6.9,3.4,4.9,2.4,8.7,7.2,1020.5,1004.8
Sligo,MARKREE,2015,2,12,7.5,4.0,3.7,2.3,8.0,7.2,1019.1,999.7
Donegal,MALIN HEAD,2015,2,12,7.9,3.8,3.3,0.5,7.7,6.3,1018.0,1001.6
Tipperary,GURTEEN,2015,2,12,7.5,4.2,3.7,1.7,8.0,6.9,1019.7,1001.9
Cork,SherkinIsland,2015,2,12,8.9,7.0,6.0,3.3,9.3,7.7,1019.3,1000.2
Cork,ROCHES POINT,2015,2,12,8.1,6.6,5.8,2.9,9.2,7.5,1020.0,1002.6
Cork,MOORE PARK,2015,2,12,7.9,4.4,5.4,3.1,8.9,7.7,1020.1,1002.6
Galway,MACE HEAD,2015,2,12,8.2,5.4,5.0,3.5,8.7,7.8,1018.4,995.2
Dublin,DUBLIN AIRPORT,2015,2,12,7.0,3.2,3.7,-0.1,7.9,6.1,1020.6,1005.8
Donegal,FINNER,2015,2,12,8.8,3.0,3.1,1.4,7.6,6.8,1018.4,1000.0
Mayo,BELMULLET,2015,2,12,8.6,4.7,5.8,2.8,9.2,7.5,1017.6,994.4
Dublin,CASEMENT,2015,2,12,7.5,3.9,3.7,-0.2,8.0,6.1,1020.3,1005.4
Clare,SHANNON AIRPORT,2015,2,12,8.2,4.9,4.2,2.8,8.2,7.4,1019.5,999.4
Dublin,PHOENIX PARK,2015,2,12,8.0,2.9,3.0,-0.8,7.6,5.7,1020.5,1005.5
Mayo,NEWPORT,2015,2,12,8.2,5.1,4.9,3.2,8.6,7.7,1018.4,996.1
Cork,CORK AIRPORT,2015,2,12,7.1,4.5,6.2,3.8,9.5,8.0,1020.1,1002.5
Meath,DUNSANY,2015,2,12,7.4,3.8,2.8,0.8,7.4,6.5,1020.2,1004.8
Wexford,JOHNSTOWNII,2015,2,12,6.9,4.7,5.2,2.3,8.8,7.2,1020.5,1006.1
Galway,ATHENRY,2015,2,12,8.0,4.0,3.8,2.7,8.0,7.4,1019.2,998.6
Kerry,VALENTIA OBSERVATORY,2015,2,12,9.7,5.3,6.1,3.2,9.4,7.7,1018.7,996.6
Westmeath,MULLINGAR,2015,2,12,7.4,3.5,3.3,1.3,7.7,6.7,1019.9,1003.3
Roscommon,MT DILLON,2015,2,12,7.5,3.6,3.2,2.0,7.7,7.0,1019.3,1001.3
Mayo,KNOCK AIRPORT,2015,2,12,6.2,3.0,3.7,2.1,7.9,7.1,1019.2,998.8
Galway,ATHENRY,2015,2,13,9.2,3.0,5.1,2.5,8.8,7.3,1001.0,988.9
Dublin,CASEMENT,2015,2,13,7.8,3.9,5.3,3.0,8.9,7.5,1003.9,989.9
Cork,SherkinIsland,2015,2,13,8.8,6.0,6.8,3.5,9.9,7.8,1002.0,990.3
Westmeath,MULLINGAR,2015,2,13,7.0,4.8,5.4,3.3,9.0,7.8,1001.4,989.5
Dublin,DUBLIN AIRPORT,2015,2,13,7.9,4.1,5.7,3.5,9.2,7.8,1004.1,989.8
Mayo,CLAREMORRIS,2015,2,13,9.0,4.5,5.4,3.3,8.9,7.7,1001.0,988.6
Carlow,OAK PARK,2015,2,13,7.8,5.6,6.0,2.8,9.4,7.5,1003.1,989.8
Donegal,MALIN HEAD,2015,2,13,7.1,5.5,5.7,2.0,9.2,7.0,1001.9,990.7
Meath,DUNSANY,2015,2,13,7.7,4.4,5.0,2.7,8.7,7.4,1003.2,989.8
Donegal,FINNER,2015,2,13,7.8,4.7,5.6,2.5,9.1,7.3,1001.0,988.8
Tipperary,GURTEEN,2015,2,13,8.9,3.7,5.6,2.7,9.1,7.4,1000.7,989.3
Cork,ROCHES POINT,2015,2,13,8.8,6.2,7.3,3.5,10.3,7.8,1000.5,990.3
Kerry,VALENTIA OBSERVATORY,2015,2,13,9.2,5.3,6.3,3.4,9.6,7.8,1003.3,989.5
Clare,SHANNON AIRPORT,2015,2,13,8.9,4.5,5.9,3.3,9.2,7.7,1001.5,989.3
Dublin,PHOENIX PARK,2015,2,13,8.8,3.9,5.0,2.8,8.7,7.5,1003.9,990.0
Roscommon,MT DILLON,2015,2,13,7.3,4.5,5.2,3.4,8.8,7.8,1000.3,989.2
Cork,MOORE PARK,2015,2,13,8.7,5.3,5.6,3.3,9.1,7.7,1001.0,989.9
Mayo,KNOCK AIRPORT,2015,2,13,7.0,3.6,5.0,2.8,8.7,7.4,1001.1,988.9
Cavan,BALLYHAISE,2015,2,13,7.9,4.2,5.4,3.2,9.0,7.7,1000.6,989.2
Mayo,BELMULLET,2015,2,13,9.9,4.5,5.7,3.1,9.1,7.6,1001.9,987.6
Mayo,NEWPORT,2015,2,13,8.5,4.8,5.3,3.8,8.9,8.0,1001.3,987.8
Sligo,MARKREE,2015,2,13,8.0,4.8,4.9,3.1,8.6,7.6,1000.7,988.8
Galway,MACE HEAD,2015,2,13,8.6,5.8,5.4,3.7,9.0,8.0,1001.5,987.6
Wexford,JOHNSTOWNII,2015,2,13,8.1,4.6,7.4,2.8,10.3,7.5,1004.5,990.3
Cork,CORK AIRPORT,2015,2,13,8.1,4.7,7.0,3.3,10.1,7.7,1000.9,990.3
Mayo,BELMULLET,2015,2,14,9.9,3.1,5.7,2.0,9.1,7.1,1005.9,1002.5
Mayo,CLAREMORRIS,2015,2,14,7.5,-0.6,5.4,-0.9,8.9,5.7,1007.9,1001.6
Dublin,CASEMENT,2015,2,14,7.7,3.6,5.6,2.6,9.1,7.3,1009.7,999.9
Kerry,VALENTIA OBSERVATORY,2015,2,14,11.0,7.5,6.3,3.5,9.5,7.9,1006.8,1003.7
Cork,SherkinIsland,2015,2,14,9.8,7.7,6.4,3.8,9.6,8.0,1007.9,1002.7
Dublin,PHOENIX PARK,2015,2,14,9.2,3.9,5.0,2.6,8.7,7.4,1009.7,1000.0
Westmeath,MULLINGAR,2015,2,14,7.8,2.8,4.6,2.1,8.5,7.1,1009.1,1000.9
Donegal,FINNER,2015,2,14,8.1,2.3,3.9,1.8,8.1,6.9,1007.9,1001.6
Cavan,BALLYHAISE,2015,2,14,8.1,2.6,4.2,1.8,8.2,7.0,1008.9,1000.9
Cork,ROCHES POINT,2015,2,14,8.9,5.4,4.8,3.9,8.6,8.1,1008.4,1001.6
Galway,MACE HEAD,2015,2,14,8.7,3.6,5.5,1.5,9.0,6.8,1006.6,1002.1
Donegal,MALIN HEAD,2015,2,14,8.9,4.3,5.2,1.7,8.8,6.9,1008.5,1002.4
Cork,MOORE PARK,2015,2,14,9.3,2.7,4.8,2.0,8.6,7.1,1008.7,1001.5
Meath,DUNSANY,2015,2,14,8.1,2.9,4.7,1.8,8.6,7.0,1009.5,1000.3
Tipperary,GURTEEN,2015,2,14,8.3,2.5,5.4,1.4,9.0,6.8,1008.5,1001.3
Galway,ATHENRY,2015,2,14,8.0,1.3,4.8,1.0,8.6,6.6,1008.0,1001.7
Clare,SHANNON AIRPORT,2015,2,14,9.2,2.6,5.4,2.0,9.0,7.1,1008.1,1001.9
Cork,CORK AIRPORT,2015,2,14,8.1,4.1,5.3,3.3,8.9,7.8,1008.7,1002.0
Dublin,DUBLIN AIRPORT,2015,2,14,8.0,3.1,5.5,2.1,9.0,7.1,1009.8,999.9
Carlow,OAK PARK,2015,2,14,8.9,2.9,5.4,1.9,9.0,7.0,1009.3,1000.2
Sligo,MARKREE,2015,2,14,7.8,-0.5,4.2,-0.8,8.3,5.7,1007.9,1001.6
Roscommon,MT DILLON,2015,2,14,7.9,-0.4,4.7,-0.7,8.6,5.8,1008.3,1001.1
Mayo,NEWPORT,2015,2,14,8.4,3.7,5.4,2.8,8.9,7.5,1007.0,1001.8
Mayo,KNOCK AIRPORT,2015,2,14,6.5,2.0,4.5,2.0,8.4,7.1,1008.2,1001.9
Wexford,JOHNSTOWNII,2015,2,14,8.2,4.5,5.0,3.2,8.7,7.7,1009.1,999.0
Mayo,BELMULLET,2015,2,15,8.3,5.6,7.2,2.3,10.2,7.2,1007.0,1003.5
Cork,SherkinIsland,2015,2,15,9.3,7.1,8.8,5.1,11.4,8.8,1011.4,1008.1
Galway,MACE HEAD,2015,2,15,8.3,6.0,7.5,3.6,10.4,7.9,1008.3,1005.1
Cork,MOORE PARK,2015,2,15,8.2,3.8,7.6,3.2,10.5,7.7,1012.1,1009.0
Meath,DUNSANY,2015,2,15,8.4,1.6,5.9,1.1,9.3,6.6,1012.2,1007.7
