county,station,year,month,max_month_temp,min_month_temp,max_month_dewpt,min_month_dewpt,max_month_vappr,min_month_vappr,max_month_msl,min_month_msl
Mayo,KNOCK AIRPORT,1999,9,19.3,3.9,17.3,2.7,19.7,7.4,1022.2,976.5
Mayo,CLAREMORRIS,1999,10,16.4,1.8,15.4,1.1,10.578773,10.578773,1030.3,974.8
Mayo,BELMULLET,1999,10,18.4,4.3,14.7,1.6,16.7,6.9,1029.8,974.4
Cork,CORK AIRPORT,1999,10,19.1,3.9,15.5,0.7,17.6,6.5,1031.4,975.6
Dublin,CASEMENT,1999,10,16.6,-0.2,14.7,-1.3,16.7,5.5,1031.0,978.8
Clare,SHANNON AIRPORT,1999,10,16.7,3.8,15.3,2.8,17.4,7.5,1031.0,974.4
Cork,ROCHES POINT,1999,10,19.8,0.0,16.0,2.7,10.578773,10.578773,1031.3,976.1
Kerry,VALENTIA OBSERVATORY,1999,10,17.4,3.7,14.9,1.8,16.9,7.0,1031.2,970.6
Westmeath,MULLINGAR,1999,10,16.7,1.1,14.7,0.7,16.7,6.4,1031.0,977.4
Donegal,MALIN HEAD,1999,10,16.0,6.8,14.8,1.0,16.8,6.5,1029.9,979.2
Mayo,KNOCK AIRPORT,1999,10,14.6,2.6,14.6,0.7,16.6,6.4,1030.4,975.3
Donegal,FINNER,1999,10,16.5,2.9,15.3,1.6,10.578773,10.578773,1029.8,976.7
Dublin,DUBLIN AIRPORT,1999,10,16.8,1.7,14.0,0.7,16.2,6.4,1031.4,979.4
Mayo,BELMULLET,1999,11,14.5,4.1,11.5,-0.5,13.5,5.9,1045.7,989.2
Dublin,CASEMENT,1999,11,13.2,-3.1,11.7,-3.5,13.7,4.7,1044.9,986.5
Mayo,CLAREMORRIS,1999,11,13.6,-0.3,12.3,-1.4,10.578773,10.578773,1045.9,988.4
Cork,CORK AIRPORT,1999,11,13.6,0.7,11.7,-0.9,13.7,5.7,1044.7,990.6
Cork,ROCHES POINT,1999,11,14.2,0.0,12.4,0.2,10.578773,10.578773,1044.2,990.9
Kerry,VALENTIA OBSERVATORY,1999,11,15.0,0.9,12.6,-2.1,14.6,5.2,1044.8,988.8
Clare,SHANNON AIRPORT,1999,11,14.0,-0.2,12.6,-0.9,14.6,5.7,1045.5,987.9
Westmeath,MULLINGAR,1999,11,13.2,-3.5,11.6,-3.5,13.7,4.7,1045.5,987.0
Donegal,MALIN HEAD,1999,11,13.1,3.8,11.3,-1.0,13.4,5.7,1045.8,988.2
Donegal,FINNER,1999,11,13.3,1.4,10.9,-0.8,10.578773,10.578773,1045.7,988.2
Dublin,DUBLIN AIRPORT,1999,11,13.5,-1.9,10.6,-2.3,12.8,5.2,1045.1,986.7
Mayo,KNOCK AIRPORT,1999,11,11.5,1.0,11.0,-2.4,13.1,5.1,1046.0,988.6
Mayo,BELMULLET,1999,12,11.8,1.1,11.2,-2.2,13.3,5.2,1031.3,967.0
Cork,CORK AIRPORT,1999,12,11.8,-0.9,11.1,-4.9,13.2,4.2,1032.9,967.9
Dublin,CASEMENT,1999,12,11.6,-3.6,10.9,-5.6,13.0,4.0,1029.3,963.2
Mayo,CLAREMORRIS,1999,12,11.6,-2.3,10.9,-4.2,13.0,4.5,1031.4,967.3
Cork,ROCHES POINT,1999,12,12.4,-0.3,11.4,-4.8,10.578773,10.578773,1032.4,969.3
Clare,SHANNON AIRPORT,1999,12,11.9,-1.7,11.2,-3.1,13.3,4.9,1032.5,967.5
Kerry,VALENTIA OBSERVATORY,1999,12,12.3,1.6,11.7,-5.7,13.8,4.0,1034.5,971.2
Donegal,MALIN HEAD,1999,12,11.3,0.6,10.7,-3.2,12.9,4.8,1028.1,962.5
Westmeath,MULLINGAR,1999,12,11.5,-2.4,10.8,-3.2,12.9,4.8,1030.1,961.3
Donegal,FINNER,1999,12,11.7,-0.3,10.6,-4.8,10.578773,10.578773,1029.2,964.7
Dublin,DUBLIN AIRPORT,1999,12,11.4,-2.9,9.8,-5.0,12.1,4.2,1029.5,959.7
Mayo,KNOCK AIRPORT,1999,12,10.5,-1.9,10.3,-4.2,12.5,4.5,1030.9,967.0
Dublin,CASEMENT,2000,1,12.0,-3.0,10.6,-4.0,12.7,4.5,1045.4,990.9
Mayo,BELMULLET,2000,1,11.1,0.2,10.8,-4.3,12.9,4.4,1047.3,981.9
Cork,CORK AIRPORT,2000,1,11.9,-1.4,10.0,-3.1,12.3,4.9,1046.4,992.7
Mayo,CLAREMORRIS,2000,1,11.1,-1.9,9.9,-4.5,12.2,4.4,1047.1,985.6
Clare,SHANNON AIRPORT,2000,1,11.6,-2.4,10.5,-3.5,12.6,4.7,1047.3,989.1
Kerry,VALENTIA OBSERVATORY,2000,1,11.7,0.0,11.2,-3.3,13.3,4.8,1047.3,990.0
Cork,ROCHES POINT,2000,1,12.7,-0.4,10.4,-2.3,10.578773,10.578773,1045.9,993.3
Westmeath,MULLINGAR,2000,1,10.9,-1.9,9.9,-3.8,12.3,4.6,1046.1,989.6
Donegal,MALIN HEAD,2000,1,10.7,2.0,9.4,-2.9,11.8,4.9,1045.5,983.5
Dublin,DUBLIN AIRPORT,2000,1,11.6,-3.0,9.7,-3.3,12.0,4.8,1045.4,991.5
Donegal,FINNER,2000,1,11.6,-1.8,9.7,-3.5,10.578773,10.578773,1046.0,984.0
Mayo,KNOCK AIRPORT,2000,1,10.2,-1.3,9.4,-4.7,11.8,4.3,1046.9,984.8
Mayo,CLAREMORRIS,2000,2,13.2,-0.3,10.6,-3.0,12.8,4.9,1029.4,991.2
Mayo,BELMULLET,2000,2,12.2,0.8,11.2,-3.0,13.3,4.9,1028.1,988.2
Cork,CORK AIRPORT,2000,2,12.2,0.1,11.3,-2.9,13.3,5.0,1032.5,995.0
Dublin,CASEMENT,2000,2,13.1,-0.3,11.6,-1.6,13.6,5.4,1030.2,991.2
Kerry,VALENTIA OBSERVATORY,2000,2,12.5,2.3,11.9,-3.1,14.0,4.9,1032.0,996.2
Clare,SHANNON AIRPORT,2000,2,14.5,1.8,11.2,-1.9,13.3,5.3,1031.2,993.6
Cork,ROCHES POINT,2000,2,12.6,1.4,11.3,-1.8,10.578773,10.578773,1032.4,995.0
Westmeath,MULLINGAR,2000,2,14.2,-0.7,10.9,-2.5,13.1,5.1,1029.9,991.6
Donegal,MALIN HEAD,2000,2,11.8,1.0,10.7,-3.2,12.9,4.8,1026.3,985.7
Dublin,DUBLIN AIRPORT,2000,2,13.4,-0.4,11.0,-2.0,13.0,5.3,1030.5,991.1
Mayo,KNOCK AIRPORT,2000,2,11.4,-1.4,10.0,-3.8,12.3,4.6,1029.5,990.5
Donegal,FINNER,2000,2,13.5,0.2,10.8,-2.9,10.578773,10.578773,1027.6,988.5
Dublin,CASEMENT,2000,3,14.1,-1.6,12.4,-2.9,14.4,4.9,1039.5,997.7
Mayo,CLAREMORRIS,2000,3,14.6,-0.8,12.2,-1.9,14.2,5.3,1040.2,995.1
Mayo,BELMULLET,2000,3,13.1,1.3,11.4,-0.3,13.5,6.0,1040.0,993.4
Cork,CORK AIRPORT,2000,3,15.0,0.5,11.7,-4.0,13.7,4.5,1040.1,997.5
Cork,ROCHES POINT,2000,3,15.6,0.0,12.3,-1.6,10.578773,10.578773,1039.8,997.7
Kerry,VALENTIA OBSERVATORY,2000,3,14.0,-0.7,12.0,-2.0,14.0,5.3,1040.8,995.9
Clare,SHANNON AIRPORT,2000,3,13.9,0.2,12.3,-1.4,14.3,5.5,1040.4,996.0
Westmeath,MULLINGAR,2000,3,13.5,-0.5,11.5,-2.9,13.5,4.9,1040.0,997.0
Donegal,MALIN HEAD,2000,3,12.1,1.7,10.4,-4.2,12.6,4.5,1039.1,994.8
Donegal,FINNER,2000,3,13.7,0.5,11.6,-1.7,10.578773,10.578773,1039.4,994.9
Mayo,KNOCK AIRPORT,2000,3,12.0,0.2,11.5,-4.4,13.6,4.4,1040.2,995.0
Dublin,DUBLIN AIRPORT,2000,3,14.2,-1.6,11.6,-2.9,13.6,4.9,1039.7,997.9
Mayo,BELMULLET,2000,4,16.8,-0.3,11.3,-4.6,13.4,4.3,1028.3,984.4
Cork,CORK AIRPORT,2000,4,13.8,-1.8,10.3,-11.4,12.5,2.6,1031.6,987.6
Dublin,CASEMENT,2000,4,15.2,-3.4,10.2,-8.5,12.4,3.2,1033.0,987.9
Mayo,CLAREMORRIS,2000,4,16.4,-3.4,9.3,-7.3,11.7,3.6,1030.4,986.6
Clare,SHANNON AIRPORT,2000,4,18.4,-1.2,10.8,-8.1,13.0,3.3,1031.3,987.2
Cork,ROCHES POINT,2000,4,13.9,0.1,10.3,-8.6,10.578773,10.578773,1031.4,987.9
Kerry,VALENTIA OBSERVATORY,2000,4,16.5,-1.3,11.2,-6.9,13.3,3.6,1030.5,985.8
Donegal,MALIN HEAD,2000,4,15.7,0.8,8.6,-6.0,11.2,3.9,1030.7,988.8
Westmeath,MULLINGAR,2000,4,16.2,-3.7,9.8,-8.8,12.1,3.1,1032.4,988.6
Dublin,DUBLIN AIRPORT,2000,4,14.0,-3.0,9.2,-6.1,11.6,3.9,1033.1,987.7
Mayo,KNOCK AIRPORT,2000,4,15.6,-1.4,9.1,-9.5,11.5,3.0,1030.5,986.3
Donegal,FINNER,2000,4,15.9,-0.7,10.6,-4.6,10.578773,10.578773,1030.1,987.6
Cork,CORK AIRPORT,2000,5,21.5,4.3,15.3,1.0,17.4,6.5,1028.1,1000.4
Mayo,CLAREMORRIS,2000,5,22.9,1.8,14.1,1.4,16.0,6.7,1030.3,999.2
Mayo,BELMULLET,2000,5,22.0,4.3,14.4,3.1,16.4,7.6,1031.4,998.4
Dublin,CASEMENT,2000,5,20.5,3.4,14.0,2.3,16.0,7.2,1029.0,999.5
Clare,SHANNON AIRPORT,2000,5,24.2,5.2,16.0,2.8,18.1,7.5,1029.0,1000.1
Cork,ROCHES POINT,2000,5,20.6,5.2,14.6,2.9,10.578773,10.578773,1028.2,1000.9
Kerry,VALENTIA OBSERVATORY,2000,5,22.6,5.0,15.1,2.5,17.1,7.3,1028.8,1001.4
Donegal,MALIN HEAD,2000,5,19.8,4.0,13.3,2.4,15.3,7.3,1031.3,998.4
Westmeath,MULLINGAR,2000,5,22.6,2.0,13.8,1.9,15.8,6.9,1029.5,999.4
Donegal,FINNER,2000,5,23.1,3.9,15.4,2.3,10.578773,10.578773,1030.7,998.7
Mayo,KNOCK AIRPORT,2000,5,22.0,2.1,12.7,-1.7,14.7,5.4,1030.6,998.9
Dublin,DUBLIN AIRPORT,2000,5,19.5,2.5,13.4,1.7,15.4,6.9,1029.4,999.5
Mayo,BELMULLET,2000,6,23.4,7.0,16.8,5.9,19.1,9.3,1026.3,994.5
Mayo,CLAREMORRIS,2000,6,24.9,0.0,18.2,0.0,20.8,6.1,1026.6,996.1
Dublin,CASEMENT,2000,6,27.1,5.1,18.6,3.9,21.4,8.0,1026.9,996.8
Cork,CORK AIRPORT,2000,6,21.0,6.0,15.4,3.5,17.5,7.8,1026.7,998.1
Kerry,VALENTIA OBSERVATORY,2000,6,25.1,7.8,16.5,3.5,18.7,7.8,1027.6,997.9
Clare,SHANNON AIRPORT,2000,6,27.0,7.1,20.0,3.3,23.4,7.8,1026.1,997.3
Cork,ROCHES POINT,2000,6,19.6,6.9,15.3,4.4,10.578773,10.578773,1026.8,998.2
Donegal,MALIN HEAD,2000,6,21.0,8.4,16.3,2.7,18.5,7.4,1027.8,995.1
Westmeath,MULLINGAR,2000,6,25.9,4.0,17.5,2.7,20.1,7.5,1026.8,996.9
Dublin,DUBLIN AIRPORT,2000,6,25.1,5.3,16.2,1.8,18.5,6.9,1027.7,996.7
Mayo,KNOCK AIRPORT,2000,6,24.4,5.7,17.0,1.9,19.4,7.0,1026.7,996.0
Donegal,FINNER,2000,6,23.2,6.7,22.3,4.7,10.578773,10.578773,1026.7,995.4
Mayo,CLAREMORRIS,2000,7,24.9,6.2,16.5,5.2,18.8,8.9,1027.5,997.6
Cork,CORK AIRPORT,2000,7,23.2,8.4,16.5,6.4,18.8,9.6,1026.6,998.6
Mayo,BELMULLET,2000,7,25.8,10.9,17.3,6.4,19.8,9.6,1027.6,998.5
Dublin,CASEMENT,2000,7,22.0,6.9,17.1,5.9,19.5,9.3,1027.4,994.3
Clare,SHANNON AIRPORT,2000,7,27.4,7.6,17.3,6.7,19.7,9.8,1027.0,998.5
Kerry,VALENTIA OBSERVATORY,2000,7,25.6,10.1,17.9,5.7,20.5,9.2,1028.5,1002.3
Cork,ROCHES POINT,2000,7,23.1,10.6,17.8,6.0,10.578773,10.578773,1026.4,997.9
Donegal,MALIN HEAD,2000,7,23.1,10.2,17.2,5.5,19.6,9.0,1028.3,994.4
Westmeath,MULLINGAR,2000,7,22.5,6.8,16.8,4.7,19.1,8.5,1027.6,995.3
Donegal,FINNER,2000,7,25.5,7.4,19.7,5.4,10.578773,10.578773,1027.7,995.8
Dublin,DUBLIN AIRPORT,2000,7,21.9,5.9,16.4,4.6,18.7,8.4,1027.7,993.9
Mayo,KNOCK AIRPORT,2000,7,23.9,7.3,16.4,5.0,18.6,8.7,1027.6,997.2
Cork,CORK AIRPORT,2000,8,22.6,8.5,17.0,6.8,19.3,9.9,1029.5,1003.4
Dublin,CASEMENT,2000,8,22.4,6.0,18.5,5.0,21.4,8.7,1027.9,999.5
Mayo,CLAREMORRIS,2000,8,23.6,0.0,16.9,0.0,19.2,6.1,1029.2,998.6
Mayo,BELMULLET,2000,8,22.6,6.5,16.6,5.0,18.8,8.7,1029.3,997.0
Clare,SHANNON AIRPORT,2000,8,24.8,8.6,17.5,8.0,19.9,10.7,1029.8,1001.6
Kerry,VALENTIA OBSERVATORY,2000,8,23.1,7.5,16.9,7.3,19.3,10.2,1031.0,1005.2
Cork,ROCHES POINT,2000,8,22.4,8.2,17.9,7.5,10.578773,10.578773,1029.3,1003.2
Westmeath,MULLINGAR,2000,8,22.8,4.8,17.6,4.8,20.3,8.6,1028.4,999.4
Donegal,MALIN HEAD,2000,8,20.3,8.5,16.2,7.0,18.4,10.0,1027.2,995.4
Dublin,DUBLIN AIRPORT,2000,8,21.9,5.8,17.4,5.6,19.9,9.1,1027.7,999.6
Donegal,FINNER,2000,8,20.9,7.0,16.5,6.8,10.578773,10.578773,1028.1,996.3
Mayo,KNOCK AIRPORT,2000,8,21.6,7.5,16.8,-3.1,19.1,4.9,1028.9,998.0
Cork,CORK AIRPORT,2000,9,20.9,5.7,17.8,3.7,20.4,8.0,1022.7,983.2
Dublin,CASEMENT,2000,9,21.1,5.5,17.8,4.3,20.4,8.3,1022.3,987.2
Mayo,BELMULLET,2000,9,20.0,8.1,17.0,4.5,19.4,8.4,1021.0,982.5
Mayo,CLAREMORRIS,2000,9,20.0,3.8,16.8,3.5,19.2,7.9,1021.5,982.6
Cork,ROCHES POINT,2000,9,20.1,6.5,17.2,5.2,10.578773,10.578773,1022.4,983.4
Kerry,VALENTIA OBSERVATORY,2000,9,20.2,6.6,17.6,3.7,20.1,8.0,1022.0,980.3
Clare,SHANNON AIRPORT,2000,9,23.7,6.9,17.8,5.0,20.4,8.8,1022.3,982.0
Donegal,MALIN HEAD,2000,9,19.0,7.3,16.7,4.9,19.0,8.7,1021.5,987.5
Westmeath,MULLINGAR,2000,9,20.8,2.3,18.0,2.2,20.7,7.1,1022.3,985.4
Mayo,KNOCK AIRPORT,2000,9,18.5,4.6,16.8,2.9,19.1,7.5,1021.4,983.1
Dublin,DUBLIN AIRPORT,2000,9,20.5,3.1,17.3,2.4,19.8,7.2,1022.6,987.8
Donegal,FINNER,2000,9,19.8,6.4,16.8,3.7,10.578773,10.578773,1020.7,984.8
Dublin,CASEMENT,2000,10,18.2,1.9,14.4,1.4,16.4,6.7,1028.1,967.3
Mayo,BELMULLET,2000,10,15.9,3.8,14.9,2.4,17.0,7.2,1026.4,966.4
Mayo,CLAREMORRIS,2000,10,17.4,-1.0,15.0,-1.7,17.1,5.4,1027.3,967.7
Cork,CORK AIRPORT,2000,10,16.1,3.1,14.6,1.0,16.6,6.6,1029.4,971.3
Cork,ROCHES POINT,2000,10,16.7,0.0,14.7,2.2,10.578773,10.578773,1029.1,970.2
Kerry,VALENTIA OBSERVATORY,2000,10,15.7,2.4,15.5,1.6,17.6,6.9,1028.7,972.3
Clare,SHANNON AIRPORT,2000,10,17.3,2.3,15.0,2.0,17.0,7.1,1028.4,969.6
Donegal,MALIN HEAD,2000,10,17.3,3.8,15.3,2.1,17.4,7.1,1025.5,966.1
Westmeath,MULLINGAR,2000,10,16.6,-1.2,14.4,-1.5,16.4,5.5,1027.9,967.4
Dublin,DUBLIN AIRPORT,2000,10,17.7,2.4,14.1,0.8,16.1,6.5,1028.3,967.6
Donegal,FINNER,2000,10,17.2,3.8,15.0,0.8,10.578773,10.578773,1026.0,965.9
Mayo,KNOCK AIRPORT,2000,10,15.8,1.3,14.6,0.8,16.6,6.5,1027.2,967.0
Mayo,CLAREMORRIS,2000,11,12.9,-1.6,12.2,-1.9,14.2,5.3,1013.4,965.1
Mayo,BELMULLET,2000,11,11.9,1.7,11.0,0.9,13.1,6.5,1013.1,967.3
Cork,CORK AIRPORT,2000,11,11.8,1.4,11.8,0.0,13.8,6.1,1016.2,969.6
Dublin,CASEMENT,2000,11,14.1,0.7,12.6,0.4,14.6,6.3,1013.3,964.8
Clare,SHANNON AIRPORT,2000,11,13.6,2.0,12.7,1.5,14.7,6.8,1015.1,964.3
Kerry,VALENTIA OBSERVATORY,2000,11,13.9,2.9,12.4,0.1,14.4,6.1,1017.5,967.9
Cork,ROCHES POINT,2000,11,12.5,3.0,11.3,0.5,10.578773,10.578773,1016.0,970.7
Donegal,MALIN HEAD,2000,11,13.7,2.0,12.4,1.2,14.4,6.6,1009.9,965.9
Westmeath,MULLINGAR,2000,11,13.1,-1.0,12.1,-1.1,14.2,5.7,1013.1,964.9
Dublin,DUBLIN AIRPORT,2000,11,13.9,-0.4,11.7,-0.7,13.8,5.8,1013.4,966.2
Donegal,FINNER,2000,11,13.9,1.4,11.9,-0.8,10.578773,10.578773,1013.2551,966.7
Mayo,KNOCK AIRPORT,2000,11,11.9,-0.4,11.7,-1.0,13.8,5.7,1012.9,965.6
Mayo,CLAREMORRIS,2000,12,11.3,-12.8,10.7,-14.3,12.9,2.0,1016.1,972.7
Mayo,BELMULLET,2000,12,11.6,-5.2,10.4,-6.2,12.6,3.8,1016.0,970.8
Cork,CORK AIRPORT,2000,12,11.5,-3.5,11.1,-4.6,13.2,4.3,1017.7,976.7
Dublin,CASEMENT,2000,12,12.9,-7.9,10.9,-9.4,13.0,3.0,1015.3,974.9
Cork,ROCHES POINT,2000,12,11.4,-1.7,11.2,-4.4,10.578773,10.578773,1017.1,976.8
Clare,SHANNON AIRPORT,2000,12,13.1,-4.9,11.6,-6.3,13.6,3.8,1016.9,974.3
Kerry,VALENTIA OBSERVATORY,2000,12,12.5,-2.5,11.7,-5.8,13.8,4.0,1018.5,974.4
Westmeath,MULLINGAR,2000,12,12.3,-8.0,10.9,-9.0,13.1,3.1,1015.6,974.8
Donegal,MALIN HEAD,2000,12,12.4,-2.6,11.3,-6.1,13.4,3.9,1016.5,973.1
Dublin,DUBLIN AIRPORT,2000,12,12.7,-7.0,10.4,-7.1,12.5,3.6,1015.4,974.7
Mayo,KNOCK AIRPORT,2000,12,10.1,-6.7,10.1,-7.6,12.4,3.5,1015.8,972.9
Donegal,FINNER,2000,12,12.0,-8.4,10.2,-9.8,10.578773,10.578773,1015.0,972.8
Mayo,CLAREMORRIS,2001,1,10.2,-4.6,9.0,-4.9,11.5,4.2,1034.6,958.8
Cork,CORK AIRPORT,2001,1,10.1,-2.0,9.4,-3.6,11.8,4.7,1033.5,966.7
Dublin,CASEMENT,2001,1,11.0,-5.2,8.6,-6.0,11.2,3.9,1035.7,965.0
Mayo,BELMULLET,2001,1,10.2,-2.1,8.9,-3.5,11.4,4.7,1033.1,957.5
Clare,SHANNON AIRPORT,2001,1,11.0,-2.0,9.7,-3.9,12.0,4.6,1033.7,964.0
Cork,ROCHES POINT,2001,1,11.1,0.0,9.7,-2.4,10.578773,10.578773,1033.2,967.2
Kerry,VALENTIA OBSERVATORY,2001,1,11.4,0.0,10.3,-3.1,12.5,4.9,1032.8,965.5
Donegal,MALIN HEAD,2001,1,9.4,-1.7,8.2,-3.0,10.8,4.9,1035.5,959.1
Westmeath,MULLINGAR,2001,1,9.7,-5.3,8.5,-5.6,11.1,4.0,1035.5,963.9
Mayo,KNOCK AIRPORT,2001,1,8.6,-2.7,8.4,-3.5,11.0,4.8,1034.6,958.1
Dublin,DUBLIN AIRPORT,2001,1,11.5,-3.6,8.9,-3.8,11.5,4.6,1036.1,965.8
Donegal,FINNER,2001,1,10.3,-1.2,8.1,-5.6,10.578773,10.578773,1034.6,958.1
Mayo,BELMULLET,2001,2,11.8,-1.3,10.5,-4.0,12.6,4.6,1041.9,958.9
Dublin,CASEMENT,2001,2,12.5,-5.0,10.7,-5.9,12.8,3.9,1044.5,972.5
Mayo,CLAREMORRIS,2001,2,12.3,-4.3,10.3,-7.2,12.5,3.6,1043.2,961.4
Cork,CORK AIRPORT,2001,2,12.9,-2.0,11.0,-7.1,13.1,3.6,1043.4,972.0
Kerry,VALENTIA OBSERVATORY,2001,2,12.3,-1.5,11.4,-9.7,13.5,2.9,1042.0,966.3
Clare,SHANNON AIRPORT,2001,2,12.6,-2.5,10.6,-7.3,12.8,3.5,1043.5,967.3
Cork,ROCHES POINT,2001,2,11.9,-0.6,10.9,-6.2,12.6,3.9,1043.3,973.3
Westmeath,MULLINGAR,2001,2,12.6,-5.4,10.8,-6.3,13.0,3.8,1044.6,970.2
Donegal,MALIN HEAD,2001,2,10.8,-0.5,9.1,-7.3,11.5,3.5,1043.6,963.3
Dublin,DUBLIN AIRPORT,2001,2,13.1,-3.3,10.4,-5.8,12.6,3.9,1044.9,973.5
Mayo,KNOCK AIRPORT,2001,2,10.6,-2.4,9.6,-7.1,12.0,3.6,1043.4,960.8
Donegal,FINNER,2001,2,12.9,-2.7,10.3,-6.9,10.578773,10.578773,1043.2,960.2
Mayo,CLAREMORRIS,2001,3,12.3,-5.8,10.1,-6.0,12.4,3.9,1014.4,982.2
Dublin,CASEMENT,2001,3,13.4,-8.0,10.1,-9.9,12.3,2.9,1015.6,987.9
Mayo,BELMULLET,2001,3,13.6,-4.3,10.2,-5.9,12.4,3.9,1014.3,977.8
Cork,CORK AIRPORT,2001,3,12.1,-3.9,10.3,-9.2,12.5,3.0,1015.7,984.6
Clare,SHANNON AIRPORT,2001,3,14.0,-5.1,10.6,-6.6,12.8,3.7,1014.5,982.5
Kerry,VALENTIA OBSERVATORY,2001,3,13.7,-3.8,11.2,-10.3,13.3,2.8,1015.4,979.4
Cork,ROCHES POINT,2001,3,13.6,-2.2,10.6,-6.6,12.7,3.8,1015.6,984.0
Donegal,MALIN HEAD,2001,3,12.7,-2.0,9.6,-5.9,12.0,4.0,1016.5,984.3
Westmeath,MULLINGAR,2001,3,12.6,-7.5,9.8,-7.8,12.0,3.4,1015.1,987.0
Donegal,FINNER,2001,3,12.7,-1.9,9.5,-6.0,10.578773,10.578773,1015.4,983.6
Mayo,KNOCK AIRPORT,2001,3,11.0,-3.5,9.6,-6.9,11.9,3.6,1014.9,982.0
Dublin,DUBLIN AIRPORT,2001,3,13.5,-7.6,9.8,-9.0,12.1,3.1,1016.2,988.2
Mayo,CLAREMORRIS,2001,4,15.0,-1.1,11.8,-2.3,13.8,5.2,1033.1,988.2
Dublin,CASEMENT,2001,4,15.0,-1.7,11.1,-2.6,13.2,5.0,1032.8,988.7
Mayo,BELMULLET,2001,4,14.6,1.0,12.2,-0.5,14.2,5.9,1033.0,987.0
Cork,CORK AIRPORT,2001,4,14.0,0.7,11.7,-5.7,13.8,4.0,1033.0,992.0
Cork,ROCHES POINT,2001,4,14.5,1.7,11.3,-4.8,13.4,4.2,1033.1,991.8
Kerry,VALENTIA OBSERVATORY,2001,4,13.1,1.4,11.6,-2.8,13.7,5.0,1033.2,991.4
Clare,SHANNON AIRPORT,2001,4,14.9,2.6,12.6,-2.6,14.6,5.1,1033.2,990.8
Westmeath,MULLINGAR,2001,4,13.6,-0.3,11.1,-4.7,13.2,4.3,1032.9,988.7
Donegal,MALIN HEAD,2001,4,14.1,2.5,9.6,-4.5,11.9,4.4,1033.3,987.5
Dublin,DUBLIN AIRPORT,2001,4,14.9,-1.2,10.1,-3.6,12.4,4.7,1033.0,988.9
Mayo,KNOCK AIRPORT,2001,4,12.6,-0.2,11.2,-3.7,13.3,4.6,1033.2,988.0
Donegal,FINNER,2001,4,12.8,0.9,12.8,-4.3,10.578773,10.578773,1033.0,987.3
Dublin,CASEMENT,2001,5,21.5,-0.9,16.9,-2.3,19.2,5.2,1033.0,994.8
Cork,CORK AIRPORT,2001,5,20.1,3.0,15.0,-1.1,17.0,5.6,1032.6,997.4
Mayo,BELMULLET,2001,5,23.0,3.1,14.9,1.8,16.9,6.9,1033.3,997.3
Mayo,CLAREMORRIS,2001,5,22.9,1.1,15.6,0.6,17.8,6.3,1033.1,996.5
Cork,ROCHES POINT,2001,5,19.6,3.8,15.4,0.2,17.4,6.1,1032.2,997.1
Clare,SHANNON AIRPORT,2001,5,23.7,3.9,15.8,1.8,18.0,7.0,1032.8,996.9
Kerry,VALENTIA OBSERVATORY,2001,5,22.9,3.8,14.6,-0.1,16.6,6.1,1033.7,999.3
Donegal,MALIN HEAD,2001,5,21.6,3.8,15.6,1.0,17.8,6.6,1033.2,994.8
Westmeath,MULLINGAR,2001,5,23.1,-1.1,15.6,-1.4,17.8,5.5,1033.0,995.1
Mayo,KNOCK AIRPORT,2001,5,21.8,3.0,14.4,-0.8,16.4,5.8,1033.3,996.3
Dublin,DUBLIN AIRPORT,2001,5,21.3,0.3,15.4,-1.2,17.6,5.6,1032.8,994.8
Donegal,FINNER,2001,5,22.9,3.0,18.5,1.0,10.578773,10.578773,1032.9,995.6
Mayo,CLAREMORRIS,2001,6,21.4,-13.4,15.7,0.0,18.0,6.1,1029.6,1001.3
Dublin,CASEMENT,2001,6,22.2,1.5,16.3,0.4,18.5,6.3,1029.1,1001.0
Cork,CORK AIRPORT,2001,6,19.7,4.5,16.0,-0.3,18.1,6.0,1029.3,998.3
Mayo,BELMULLET,2001,6,19.5,4.5,15.3,2.6,17.4,7.4,1029.8,1003.0
Kerry,VALENTIA OBSERVATORY,2001,6,20.5,6.3,16.0,1.9,18.1,7.0,1030.3,997.8
Clare,SHANNON AIRPORT,2001,6,22.1,4.4,16.3,1.6,18.5,6.8,1029.9,999.2
Cork,ROCHES POINT,2001,6,20.5,5.9,16.3,2.1,18.4,7.1,1029.0,998.3
Donegal,MALIN HEAD,2001,6,21.5,6.7,15.6,1.5,17.7,6.8,1027.8,1003.3
Westmeath,MULLINGAR,2001,6,21.6,2.4,15.4,1.6,17.5,6.9,1028.9,1001.6
Dublin,DUBLIN AIRPORT,2001,6,22.5,2.4,15.3,0.2,17.4,6.2,1028.5,1002.0
Donegal,FINNER,2001,6,20.8,4.0,15.5,2.0,10.578773,10.578773,1028.7,1003.1
Mayo,KNOCK AIRPORT,2001,6,19.5,3.2,15.3,0.6,17.4,6.4,1029.6,1002.0
Dublin,CASEMENT,2001,7,26.2,6.5,18.1,5.0,20.8,8.7,1027.8,995.2
Cork,CORK AIRPORT,2001,7,22.9,7.4,16.6,4.1,18.9,8.2,1028.8,991.0
Mayo,BELMULLET,2001,7,19.2,6.8,16.3,4.8,18.5,8.6,1029.2,989.7
Mayo,CLAREMORRIS,2001,7,23.5,4.3,17.0,3.8,18.1,8.0,1028.4,992.2
Clare,SHANNON AIRPORT,2001,7,25.6,7.1,19.0,6.2,22.0,9.5,1028.4,994.3
