county,station,year,month,max_month_temp,min_month_temp,max_month_dewpt,min_month_dewpt,max_month_vappr,min_month_vappr,max_month_msl,min_month_msl
Donegal,FINNER,2017,10,17.7,4.2,15.1,1.2,17.1,6.7,1036.6,975.1
Cork,CORK AIRPORT,2017,10,16.4,5.4,15.6,3.7,17.7,7.9,1036.9,981.9
Tipperary,GURTEEN,2017,10,17.6,3.1,16.5,2.1,18.7,7.1,1037.0,973.2
Dublin,DUBLIN AIRPORT,2017,10,19.1,1.2,16.0,0.8,18.2,6.5,1036.9,976.0
Mayo,KNOCK AIRPORT,2017,10,16.0,3.3,14.9,1.9,17.0,7.0,1037.1,972.0
Cavan,BALLYHAISE,2017,11,13.5,-0.3,12.7,-1.2,14.6,5.6,1029.7,981.4
Dublin,CASEMENT,2017,11,13.7,-1.7,12.9,-2.8,14.8,5.0,1030.9,980.9
Galway,ATHENRY,2017,11,13.2,-2.7,12.8,-3.4,14.8,4.8,1030.6,982.0
Mayo,CLAREMORRIS,2017,11,14.0,-0.4,12.7,-1.3,14.7,5.6,1030.3,980.5
Mayo,BELMULLET,2017,11,13.6,2.7,12.2,-1.4,14.2,5.5,1029.8,977.7
Clare,SHANNON AIRPORT,2017,11,15.6,-0.5,13.3,-0.8,15.3,5.8,1031.1,983.5
Kerry,VALENTIA OBSERVATORY,2017,11,14.7,0.2,13.4,-2.0,15.4,5.3,1031.2,983.6
Dublin,PHOENIX PARK,2017,11,14.9,-0.7,13.0,-1.8,15.0,5.3,1030.8,980.8
Cork,SherkinIsland,2017,11,14.2,2.0,12.5,-14.6,14.5,2.0,1031.4,982.2
Cork,ROCHES POINT,2017,11,14.4,2.3,12.6,-0.1,14.6,6.1,1031.4,981.2
Carlow,OAK PARK,2017,11,14.6,-2.1,13.4,-2.4,15.3,5.1,1031.6,981.2
Galway,MACE HEAD,2017,11,13.3,2.8,12.3,-0.4,14.3,5.9,1030.2,980.4
Donegal,MALIN HEAD,2017,11,12.9,1.9,12.1,-2.3,14.1,5.1,1028.2,978.0
Mayo,NEWPORT,2017,11,16.3,2.2,12.4,-1.1,14.4,5.6,1030.1,979.0
Westmeath,MULLINGAR,2017,11,14.1,-3.1,12.8,-3.7,14.8,4.6,1030.7,982.2
Sligo,MARKREE,2017,11,14.4,-1.4,12.8,-1.9,14.7,5.3,1029.8,980.2
Cork,MOORE PARK,2017,11,15.5,-3.4,13.1,-4.2,15.0,4.5,1031.8,981.7
Roscommon,MT DILLON,2017,11,13.9,-1.6,12.8,-1.9,14.8,5.3,1030.1,981.6
Donegal,FINNER,2017,11,14.0,1.5,12.0,-1.3,14.1,5.6,1029.1,978.9
Cork,CORK AIRPORT,2017,11,13.6,0.7,13.3,-0.1,15.3,6.1,1031.7,981.5
Mayo,KNOCK AIRPORT,2017,11,13.3,-0.8,12.2,-2.1,14.2,5.3,1030.6,980.6
Dublin,DUBLIN AIRPORT,2017,11,13.9,-0.3,12.9,-2.1,14.9,5.3,1030.6,980.8
Meath,DUNSANY,2017,11,14.0,-1.3,13.0,-2.2,14.9,5.2,1030.5,981.1
Wexford,JOHNSTOWNII,2017,11,13.6,0.2,12.8,-1.5,14.8,5.5,1031.3,980.2
Tipperary,GURTEEN,2017,11,14.0,-1.6,13.2,-2.5,15.1,5.1,1030.9,982.5
Galway,ATHENRY,2017,12,13.4,-3.9,12.3,-4.7,14.3,4.3,1037.1,980.2
Mayo,BELMULLET,2017,12,13.4,0.3,11.9,-3.0,13.9,4.9,1036.2,972.3
Cavan,BALLYHAISE,2017,12,13.3,-4.4,11.9,-5.0,14.0,4.2,1035.6,978.1
Mayo,CLAREMORRIS,2017,12,12.8,-2.9,12.3,-4.6,14.3,4.3,1036.6,977.6
Dublin,CASEMENT,2017,12,13.1,-6.2,11.7,-7.4,13.7,3.5,1036.9,980.2
Clare,SHANNON AIRPORT,2017,12,14.0,-2.7,12.5,-3.7,14.4,4.7,1038.3,978.6
Kerry,VALENTIA OBSERVATORY,2017,12,13.9,1.0,13.1,-5.2,15.1,4.2,1039.1,979.3
Carlow,OAK PARK,2017,12,12.8,-4.0,11.7,-5.1,13.8,4.2,1037.7,979.9
Cork,ROCHES POINT,2017,12,12.9,0.0,12.0,-3.8,14.0,4.6,1038.4,976.2
Cork,SherkinIsland,2017,12,12.6,1.7,12.0,-4.1,14.0,4.5,1038.6,977.4
Dublin,PHOENIX PARK,2017,12,13.8,-4.0,11.8,-5.1,13.9,4.2,1036.8,980.4
Donegal,MALIN HEAD,2017,12,12.5,0.3,11.3,-4.5,13.4,4.4,1033.6,970.0
Galway,MACE HEAD,2017,12,12.2,-1.4,11.8,-4.6,13.8,4.3,1037.3,976.7
Roscommon,MT DILLON,2017,12,13.2,-5.0,12.2,-5.6,14.2,4.0,1036.5,978.9
Mayo,NEWPORT,2017,12,13.5,-0.5,11.9,-4.2,13.9,4.5,1036.3,974.8
Westmeath,MULLINGAR,2017,12,12.8,-4.8,12.1,-5.8,14.1,3.9,1037.0,981.2
Cork,MOORE PARK,2017,12,13.6,-3.4,12.2,-5.1,14.3,4.2,1038.2,976.7
Sligo,MARKREE,2017,12,13.4,-4.3,11.9,-5.2,14.0,4.1,1035.9,974.6
Wexford,JOHNSTOWNII,2017,12,12.3,-1.7,11.9,-4.4,13.9,4.4,1037.5,978.0
Cork,CORK AIRPORT,2017,12,12.3,-1.8,12.3,-4.3,14.3,4.4,1038.7,976.8
Mayo,KNOCK AIRPORT,2017,12,11.8,-1.9,11.7,-4.8,13.8,4.3,1036.7,975.8
Donegal,FINNER,2017,12,13.8,-2.1,12.4,-5.4,14.4,4.1,1035.2,973.3
Dublin,DUBLIN AIRPORT,2017,12,13.5,-4.4,11.7,-5.7,13.8,4.0,1036.7,980.4
Tipperary,GURTEEN,2017,12,13.9,-6.0,12.3,-6.8,14.3,3.7,1037.3,980.4
Meath,DUNSANY,2017,12,13.2,-5.0,11.9,-5.9,13.9,3.9,1036.7,980.6
Galway,ATHENRY,2018,1,11.9,-6.1,11.0,-7.3,13.1,3.5,1032.0,981.8
Mayo,BELMULLET,2018,1,11.1,-2.1,10.6,-4.0,12.8,4.5,1031.3,978.3
Dublin,CASEMENT,2018,1,12.1,-3.1,11.2,-5.5,13.3,4.1,1032.0,982.4
Cavan,BALLYHAISE,2018,1,11.9,-5.5,11.0,-6.1,13.1,3.9,1032.9,974.5
Mayo,CLAREMORRIS,2018,1,12.2,-5.2,10.8,-6.4,13.0,3.8,1032.2,978.0
Cork,ROCHES POINT,2018,1,13.6,1.4,11.5,-2.6,13.5,5.1,1033.3,987.1
Carlow,OAK PARK,2018,1,12.8,-4.6,11.6,-5.9,13.7,3.9,1032.8,983.9
Dublin,PHOENIX PARK,2018,1,13.1,-2.8,11.2,-5.6,13.3,4.0,1032.0,982.5
Clare,SHANNON AIRPORT,2018,1,13.1,-4.1,11.8,-5.0,13.9,4.2,1032.8,983.2
Cork,SherkinIsland,2018,1,12.5,2.0,11.2,-0.7,13.3,5.8,1033.3,988.2
Kerry,VALENTIA OBSERVATORY,2018,1,13.0,-0.3,11.9,-3.3,13.9,4.8,1033.3,987.4
Westmeath,MULLINGAR,2018,1,12.1,-2.3,11.1,-4.6,13.2,4.3,1032.2,981.9
Galway,MACE HEAD,2018,1,10.8,-0.7,10.4,-3.7,12.6,4.7,1031.5,978.3
Donegal,MALIN HEAD,2018,1,11.4,-1.3,10.0,-4.0,12.3,4.5,1032.4,976.1
Cork,MOORE PARK,2018,1,13.2,-4.4,11.8,-5.6,13.8,4.0,1033.6,985.8
Sligo,MARKREE,2018,1,12.7,-5.2,10.5,-6.2,12.7,3.9,1032.5,972.2
Roscommon,MT DILLON,2018,1,12.4,-6.3,10.9,-7.2,13.1,3.6,1032.5,979.2
Mayo,NEWPORT,2018,1,11.8,-2.0,10.3,-4.6,12.5,4.4,1032.1,974.9
Dublin,DUBLIN AIRPORT,2018,1,12.8,-2.7,11.2,-5.3,13.2,4.1,1032.1,982.1
Wexford,JOHNSTOWNII,2018,1,12.0,0.5,10.5,-3.2,12.7,4.8,1033.0,985.2
Tipperary,GURTEEN,2018,1,12.8,-6.3,11.6,-7.4,13.7,3.5,1032.4,983.0
Mayo,KNOCK AIRPORT,2018,1,11.0,-3.5,10.6,-5.1,12.8,4.2,1032.4,972.4
Donegal,FINNER,2018,1,13.3,-3.0,11.0,-4.1,13.2,4.5,1032.4,974.9
Meath,DUNSANY,2018,1,12.6,-3.8,11.0,-5.5,13.1,4.0,1032.1,981.6
Cork,CORK AIRPORT,2018,1,12.8,-0.3,12.0,-2.2,13.9,5.2,1033.6,986.9
Galway,ATHENRY,2018,2,11.8,-4.1,9.9,-6.3,12.2,3.8,1033.4,984.8
Mayo,BELMULLET,2018,2,10.6,-2.1,9.8,-9.7,12.1,2.9,1034.7,979.3
Mayo,CLAREMORRIS,2018,2,11.0,-4.4,10.2,-8.8,12.4,3.1,1034.1,982.9
Dublin,CASEMENT,2018,2,11.6,-4.3,10.0,-9.2,12.4,3.0,1033.5,987.6
Cavan,BALLYHAISE,2018,2,11.8,-4.4,10.1,-8.4,12.4,3.3,1034.2,984.5
Carlow,OAK PARK,2018,2,12.9,-5.1,10.0,-9.9,12.3,2.9,1033.1,988.9
Clare,SHANNON AIRPORT,2018,2,12.6,-3.7,10.5,-7.2,12.6,3.5,1032.8,986.0
Kerry,VALENTIA OBSERVATORY,2018,2,11.8,-2.6,10.6,-10.4,12.7,2.8,1032.6,986.1
Cork,ROCHES POINT,2018,2,13.3,-3.8,10.6,-7.2,12.8,3.6,1032.2,988.1
Dublin,PHOENIX PARK,2018,2,12.5,-4.1,9.9,-9.8,12.2,2.9,1033.7,987.6
Cork,SherkinIsland,2018,2,10.8,-3.3,10.1,-7.0,12.3,3.6,1032.0,987.7
Mayo,NEWPORT,2018,2,10.3,-3.1,9.4,-10.3,11.8,2.8,1034.1,981.1
Cork,MOORE PARK,2018,2,13.9,-3.9,10.4,-8.5,12.6,3.2,1032.3,988.2
Sligo,MARKREE,2018,2,11.7,-4.7,9.8,-9.1,12.1,3.1,1034.6,982.5
Galway,MACE HEAD,2018,2,9.6,-3.1,9.0,-8.7,11.5,3.2,1032.8,981.9
Roscommon,MT DILLON,2018,2,12.3,-5.0,10.3,-7.6,12.5,3.5,1034.1,984.6
Westmeath,MULLINGAR,2018,2,12.0,-4.5,10.0,-8.7,12.2,3.2,1033.9,986.4
Donegal,MALIN HEAD,2018,2,10.2,-0.7,9.0,-7.7,11.5,3.4,1035.9,981.1
Dublin,DUBLIN AIRPORT,2018,2,11.4,-4.5,9.8,-8.9,12.1,3.1,1034.0,987.9
Tipperary,GURTEEN,2018,2,12.2,-4.9,10.5,-6.9,12.7,3.6,1033.1,985.8
Mayo,KNOCK AIRPORT,2018,2,10.1,-5.2,9.8,-9.7,12.1,2.9,1034.7,982.2
Meath,DUNSANY,2018,2,12.4,-4.6,9.9,-9.8,12.2,2.9,1033.7,986.8
Wexford,JOHNSTOWNII,2018,2,12.3,-3.4,10.1,-10.6,12.4,2.7,1032.4,989.9
Donegal,FINNER,2018,2,12.3,-4.5,10.0,-9.7,12.3,2.9,1035.1,982.0
Cork,CORK AIRPORT,2018,2,13.4,-4.6,11.3,-8.8,13.4,3.1,1032.6,988.4
Dublin,CASEMENT,2018,3,11.7,-4.9,9.3,-7.7,11.8,3.4,1035.1,980.6
Cavan,BALLYHAISE,2018,3,12.3,-5.2,9.6,-6.8,12.0,3.7,1034.4,979.9
Mayo,CLAREMORRIS,2018,3,11.6,-5.6,9.9,-9.1,12.2,3.1,1035.2,975.9
Galway,ATHENRY,2018,3,13.0,-5.4,10.2,-7.2,12.5,3.6,1035.4,975.7
Mayo,BELMULLET,2018,3,12.9,-3.3,10.1,-9.1,12.4,3.1,1034.6,973.0
Kerry,VALENTIA OBSERVATORY,2018,3,13.2,-4.9,11.0,-11.0,13.1,2.6,1036.3,972.7
Clare,SHANNON AIRPORT,2018,3,13.5,-4.8,10.3,-8.3,12.5,3.3,1036.2,975.0
Cork,ROCHES POINT,2018,3,10.8,-5.2,10.0,-8.9,12.2,3.1,1036.3,976.9
Cork,SherkinIsland,2018,3,11.2,-4.8,9.8,-8.4,12.1,3.2,1036.6,975.0
Carlow,OAK PARK,2018,3,12.6,-5.4,10.0,-11.3,12.3,2.6,1035.6,979.7
Dublin,PHOENIX PARK,2018,3,13.1,-4.5,9.2,-9.8,11.6,2.9,1035.0,980.7
Galway,MACE HEAD,2018,3,11.4,-4.3,8.8,-8.9,11.3,3.1,1035.2,972.4
Roscommon,MT DILLON,2018,3,12.5,-5.6,10.3,-6.6,12.5,3.7,1034.8,978.8
Cork,MOORE PARK,2018,3,12.1,-5.7,10.3,-10.5,12.5,2.7,1036.3,977.3
Donegal,MALIN HEAD,2018,3,10.9,-1.6,7.8,-7.9,10.5,3.4,1034.0,981.1
Westmeath,MULLINGAR,2018,3,12.7,-5.0,10.4,-7.2,12.6,3.6,1035.2,979.7
Mayo,NEWPORT,2018,3,12.8,-3.6,9.6,-10.3,12.0,2.8,1035.0,974.1
Sligo,MARKREE,2018,3,12.2,-6.8,9.6,-9.7,11.9,2.9,1034.7,977.9
Donegal,FINNER,2018,3,12.4,-4.9,9.6,-9.4,11.9,3.0,1034.4,977.6
Dublin,DUBLIN AIRPORT,2018,3,11.7,-4.8,9.4,-6.7,11.9,3.6,1035.0,981.2
Wexford,JOHNSTOWNII,2018,3,11.3,-3.4,9.5,-11.7,11.9,2.5,1035.7,980.1
Mayo,KNOCK AIRPORT,2018,3,10.1,-6.5,9.1,-9.7,11.5,2.9,1035.3,976.3
Tipperary,GURTEEN,2018,3,13.2,-5.6,10.3,-7.9,12.5,3.4,1035.7,978.1
Cork,CORK AIRPORT,2018,3,10.5,-6.9,10.3,-9.2,12.5,3.1,1036.5,976.1
Meath,DUNSANY,2018,3,12.4,-4.6,9.8,-8.3,12.1,3.3,1034.8,980.4
Mayo,BELMULLET,2018,4,15.2,0.1,11.8,-2.5,13.8,5.1,1024.7,985.2
Mayo,CLAREMORRIS,2018,4,16.7,-3.8,11.9,-4.7,13.9,4.3,1024.8,983.8
Dublin,CASEMENT,2018,4,19.0,-3.0,12.2,-4.2,14.3,4.5,1025.8,984.8
Cavan,BALLYHAISE,2018,4,18.1,-2.8,11.4,-4.1,13.5,4.5,1024.4,984.9
Galway,ATHENRY,2018,4,17.5,-4.0,11.4,-5.0,13.5,4.2,1025.7,983.1
Carlow,OAK PARK,2018,4,18.6,-2.5,12.2,-3.4,14.2,4.7,1026.3,984.3
Kerry,VALENTIA OBSERVATORY,2018,4,13.9,1.2,11.5,-4.9,13.6,4.3,1026.7,980.6
Cork,ROCHES POINT,2018,4,15.0,1.4,11.7,-3.6,13.7,4.7,1026.8,982.6
Clare,SHANNON AIRPORT,2018,4,18.6,-1.1,11.7,-3.7,13.7,4.6,1026.3,982.3
Cork,SherkinIsland,2018,4,12.5,1.4,10.7,-2.5,12.9,5.1,1026.9,982.0
Dublin,PHOENIX PARK,2018,4,19.6,-2.2,11.1,-3.6,13.3,4.7,1025.8,984.9
Mayo,NEWPORT,2018,4,16.8,-0.6,11.4,-3.1,13.5,4.9,1025.0,984.2
Galway,MACE HEAD,2018,4,14.1,0.4,11.0,-3.0,13.1,4.9,1025.5,982.2
Donegal,MALIN HEAD,2018,4,19.4,0.4,11.3,-4.2,13.4,4.5,1023.8,987.5
Westmeath,MULLINGAR,2018,4,18.9,-5.1,11.7,-6.3,13.7,3.8,1025.4,984.5
Sligo,MARKREE,2018,4,17.6,-4.5,11.9,-5.3,13.9,4.1,1024.4,984.8
Roscommon,MT DILLON,2018,4,19.1,-4.5,11.6,-5.1,13.7,4.2,1024.9,984.4
Cork,MOORE PARK,2018,4,17.3,-3.1,11.1,-4.5,13.2,4.4,1026.3,982.5
Donegal,FINNER,2018,4,18.6,-1.6,11.9,-3.6,13.9,4.7,1024.4,985.8
Mayo,KNOCK AIRPORT,2018,4,15.7,-1.4,11.5,-7.2,13.6,3.6,1024.8,984.8
Cork,CORK AIRPORT,2018,4,15.0,0.9,12.8,-3.4,14.8,4.8,1026.8,982.4
Dublin,DUBLIN AIRPORT,2018,4,18.1,-1.3,10.9,-3.3,13.0,4.8,1025.7,985.1
Wexford,JOHNSTOWNII,2018,4,16.2,0.2,12.1,-3.1,14.1,4.9,1026.4,984.6
Meath,DUNSANY,2018,4,18.7,-3.2,11.7,-4.3,13.8,4.4,1025.4,984.5
Tipperary,GURTEEN,2018,4,18.4,-3.5,12.0,-4.8,14.0,4.3,1025.7,983.3
Cavan,BALLYHAISE,2018,5,22.7,1.0,17.1,-0.5,19.5,5.9,1032.1,993.1
Galway,ATHENRY,2018,5,24.9,0.9,15.7,0.2,17.9,6.2,1032.9,994.2
Mayo,CLAREMORRIS,2018,5,24.8,2.0,16.3,1.1,18.6,6.6,1033.3,993.8
Dublin,CASEMENT,2018,5,21.6,1.6,15.3,-1.7,17.4,5.3,1031.6,994.1
Mayo,BELMULLET,2018,5,24.4,5.5,16.1,2.2,18.2,7.2,1034.6,994.3
Cork,SherkinIsland,2018,5,21.7,4.5,16.1,2.7,18.3,7.4,1031.4,996.8
Carlow,OAK PARK,2018,5,23.3,2.8,16.3,0.8,18.5,6.5,1031.4,995.2
Dublin,PHOENIX PARK,2018,5,22.8,2.8,14.7,-3.1,16.7,4.9,1031.6,994.1
Clare,SHANNON AIRPORT,2018,5,25.9,3.2,17.1,1.6,19.5,6.9,1032.8,995.1
Kerry,VALENTIA OBSERVATORY,2018,5,20.8,4.2,16.2,1.3,18.5,6.7,1032.5,996.5
Cork,ROCHES POINT,2018,5,21.2,5.1,16.6,2.5,18.8,7.3,1030.6,996.1
Sligo,MARKREE,2018,5,25.0,-0.6,16.6,-1.1,18.9,5.7,1033.1,993.1
Galway,MACE HEAD,2018,5,23.2,5.6,15.0,2.4,17.0,7.2,1033.5,994.2
Mayo,NEWPORT,2018,5,25.5,4.3,17.3,1.6,19.7,6.9,1033.7,993.8
Westmeath,MULLINGAR,2018,5,22.7,1.4,15.5,-0.7,17.6,5.8,1032.1,994.0
Donegal,MALIN HEAD,2018,5,19.9,4.2,12.7,-0.1,14.7,6.0,1034.0,992.3
Cork,MOORE PARK,2018,5,25.3,1.4,16.4,-0.4,18.6,5.9,1031.2,995.4
Roscommon,MT DILLON,2018,5,24.4,-1.1,15.6,-1.3,17.7,5.5,1032.5,993.3
Dublin,DUBLIN AIRPORT,2018,5,22.1,0.6,14.8,-4.4,16.9,4.4,1031.8,994.0
Mayo,KNOCK AIRPORT,2018,5,23.5,1.8,15.9,0.4,18.1,6.3,1033.4,993.9
Donegal,FINNER,2018,5,24.6,3.2,15.7,-0.5,17.8,5.9,1033.1,992.6
Wexford,JOHNSTOWNII,2018,5,20.0,4.0,15.7,1.8,17.8,7.0,1030.2,996.4
Cork,CORK AIRPORT,2018,5,22.9,2.5,17.4,0.9,19.9,6.5,1031.3,996.1
Tipperary,GURTEEN,2018,5,23.1,1.9,16.2,1.2,18.4,6.7,1032.4,994.4
Meath,DUNSANY,2018,5,21.9,2.1,15.8,0.0,17.9,6.1,1031.5,993.8
Cavan,BALLYHAISE,2018,6,28.7,5.0,17.3,4.3,19.7,8.3,1035.0,992.1
Mayo,BELMULLET,2018,6,27.0,6.2,16.7,4.5,19.1,8.4,1036.5,988.1
Mayo,CLAREMORRIS,2018,6,30.0,4.2,16.7,-0.4,19.0,5.9,1036.2,992.6
Dublin,CASEMENT,2018,6,27.4,3.8,17.0,2.6,19.3,7.3,1035.1,996.3
Galway,ATHENRY,2018,6,29.9,3.8,16.6,2.6,18.9,7.4,1036.0,995.8
Dublin,PHOENIX PARK,2018,6,27.4,5.2,15.9,1.6,18.1,6.9,1034.9,996.9
Cork,ROCHES POINT,2018,6,23.2,9.5,15.4,3.6,17.5,7.9,1034.9,1002.9
Clare,SHANNON AIRPORT,2018,6,31.5,5.7,17.7,3.5,20.2,7.8,1035.9,999.2
Kerry,VALENTIA OBSERVATORY,2018,6,27.9,6.4,16.7,3.6,19.0,7.9,1035.6,1002.2
Carlow,OAK PARK,2018,6,29.4,5.7,16.8,2.8,19.1,7.5,1035.2,999.5
Cork,SherkinIsland,2018,6,23.5,9.1,16.6,4.7,18.8,8.6,1034.8,1004.2
Sligo,MARKREE,2018,6,29.4,2.8,17.4,2.3,19.8,7.2,1035.8,990.4
Cork,MOORE PARK,2018,6,29.8,6.1,16.0,3.3,18.1,7.8,1035.1,1002.2
Galway,MACE HEAD,2018,6,28.8,7.6,16.4,4.4,18.6,8.4,1036.0,992.6
Donegal,MALIN HEAD,2018,6,21.8,7.6,15.4,5.4,17.5,8.9,1034.9,985.0
Roscommon,MT DILLON,2018,6,30.0,2.2,17.3,1.7,19.8,6.9,1035.5,993.9
Westmeath,MULLINGAR,2018,6,28.6,4.6,16.7,3.7,19.0,8.0,1035.4,995.7
Mayo,NEWPORT,2018,6,29.6,6.8,17.2,0.5,19.6,6.3,1036.4,990.3
Tipperary,GURTEEN,2018,6,29.7,2.6,16.5,2.0,18.8,7.1,1035.8,997.5
Wexford,JOHNSTOWNII,2018,6,23.0,7.2,16.2,2.0,18.4,7.1,1034.7,1001.4
Donegal,FINNER,2018,6,29.1,6.3,18.9,2.9,21.9,7.5,1035.5,988.2
Meath,DUNSANY,2018,6,27.4,3.5,16.0,2.7,18.2,7.4,1034.9,995.6
Cork,CORK AIRPORT,2018,6,24.8,7.7,16.5,1.1,18.9,6.7,1035.3,1002.6
Dublin,DUBLIN AIRPORT,2018,6,26.2,3.9,16.7,2.8,19.1,7.5,1035.0,996.3
Mayo,KNOCK AIRPORT,2018,6,28.5,5.7,22.5,1.9,27.2,6.9,1036.6,991.8
Dublin,CASEMENT,2018,7,26.9,7.0,19.0,5.6,22.0,9.1,1030.0,992.4
Galway,ATHENRY,2018,7,25.4,8.0,17.5,6.4,20.0,9.6,1030.8,994.2
Cavan,BALLYHAISE,2018,7,27.2,6.6,18.5,6.2,21.3,9.4,1030.3,993.6
Mayo,BELMULLET,2018,7,25.2,9.0,16.8,5.7,19.2,9.2,1032.0,994.4
Mayo,CLAREMORRIS,2018,7,25.4,5.7,17.6,5.4,20.1,9.0,1031.0,994.7
Cork,SherkinIsland,2018,7,24.6,11.0,16.9,8.0,19.2,10.7,1029.8,991.6
Kerry,VALENTIA OBSERVATORY,2018,7,23.6,8.4,18.1,6.7,20.8,9.8,1030.6,993.1
Dublin,PHOENIX PARK,2018,7,27.5,7.5,18.3,5.3,21.0,8.9,1030.0,992.4
Cork,ROCHES POINT,2018,7,26.3,11.0,17.6,5.6,20.1,9.1,1029.5,991.3
Clare,SHANNON AIRPORT,2018,7,27.9,9.6,17.6,5.0,20.2,8.6,1030.8,993.8
Carlow,OAK PARK,2018,7,27.5,8.7,19.3,2.5,22.4,7.3,1030.0,992.3
Galway,MACE HEAD,2018,7,25.5,9.2,17.0,6.7,19.3,9.8,1030.8,994.4
Mayo,NEWPORT,2018,7,26.2,9.8,17.1,7.5,19.4,10.4,1031.2,994.6
Donegal,MALIN HEAD,2018,7,23.2,8.2,16.4,5.6,18.6,9.1,1031.6,991.4
Cork,MOORE PARK,2018,7,26.8,8.2,19.6,4.8,22.9,8.6,1030.0,992.0
Westmeath,MULLINGAR,2018,7,27.2,6.8,18.3,4.5,21.1,8.4,1030.4,993.5
Sligo,MARKREE,2018,7,24.7,5.6,17.3,5.0,19.8,8.7,1031.0,994.6
Roscommon,MT DILLON,2018,7,27.5,5.1,17.9,4.4,20.5,8.4,1030.5,994.1
Donegal,FINNER,2018,7,25.1,6.8,17.1,5.6,19.5,9.1,1031.0,994.3
Dublin,DUBLIN AIRPORT,2018,7,26.3,5.7,18.8,5.2,21.7,8.8,1029.9,992.3
Tipperary,GURTEEN,2018,7,27.3,8.0,17.5,3.3,19.9,7.7,1030.7,993.5
Wexford,JOHNSTOWNII,2018,7,24.9,10.1,17.9,7.3,20.6,10.2,1029.4,990.8
Mayo,KNOCK AIRPORT,2018,7,24.2,8.5,18.2,3.7,20.9,8.0,1031.5,995.1
Cork,CORK AIRPORT,2018,7,26.2,8.9,18.9,5.1,21.8,8.9,1030.0,991.9
Meath,DUNSANY,2018,7,25.7,6.4,17.4,5.4,19.9,9.0,1029.9,992.9
Mayo,CLAREMORRIS,2018,8,20.6,5.3,18.1,5.0,20.8,8.7,1027.6,998.3
Cavan,BALLYHAISE,2018,8,21.7,4.5,18.1,4.3,20.7,8.3,1026.7,997.6
Galway,ATHENRY,2018,8,20.8,4.8,18.6,4.3,21.4,8.3,1027.6,999.0
Dublin,CASEMENT,2018,8,24.9,6.2,18.1,4.8,20.7,8.7,1027.2,998.4
Mayo,BELMULLET,2018,8,20.0,7.3,17.4,5.8,19.8,9.2,1027.6,997.6
Dublin,PHOENIX PARK,2018,8,26.0,6.1,17.6,3.9,20.1,8.1,1027.2,998.4
Clare,SHANNON AIRPORT,2018,8,23.4,5.7,18.3,4.7,21.1,8.6,1028.0,1000.3
Carlow,OAK PARK,2018,8,26.1,6.4,18.1,4.5,20.8,8.4,1027.5,999.5
Kerry,VALENTIA OBSERVATORY,2018,8,19.4,6.0,17.7,4.7,20.2,8.5,1028.4,1002.0
Cork,SherkinIsland,2018,8,19.0,7.9,17.3,6.6,19.7,9.7,1028.0,1002.4
Cork,ROCHES POINT,2018,8,23.1,8.2,17.2,5.3,19.6,8.9,1027.7,1001.2
Mayo,NEWPORT,2018,8,21.7,8.1,18.3,7.0,21.0,10.0,1027.5,998.2
Sligo,MARKREE,2018,8,22.0,2.3,18.0,1.9,20.6,7.0,1027.3,997.9
Westmeath,MULLINGAR,2018,8,23.2,2.8,18.4,1.7,21.2,6.9,1027.4,998.4
Cork,MOORE PARK,2018,8,25.4,2.5,18.1,2.0,20.7,7.0,1027.7,1000.9
Donegal,MALIN HEAD,2018,8,20.1,8.1,17.0,6.2,19.4,9.5,1026.3,996.0
Roscommon,MT DILLON,2018,8,22.6,1.2,18.6,0.9,21.4,6.5,1027.3,998.2
Galway,MACE HEAD,2018,8,18.9,9.6,16.8,6.3,19.2,9.5,1027.9,998.8
Tipperary,GURTEEN,2018,8,24.3,5.7,18.7,3.9,21.6,8.1,1027.7,999.3
Meath,DUNSANY,2018,8,23.4,5.1,17.9,4.0,20.5,8.1,1027.2,998.0
Cork,CORK AIRPORT,2018,8,22.7,7.5,18.0,4.6,20.6,8.4,1028.0,1001.5
Donegal,FINNER,2018,8,21.6,7.2,17.3,6.2,19.8,9.5,1027.3,997.2
Mayo,KNOCK AIRPORT,2018,8,19.0,6.9,17.6,5.2,20.2,8.8,1027.7,998.5
Dublin,DUBLIN AIRPORT,2018,8,24.6,4.0,18.0,3.6,20.5,7.9,1027.2,998.3
Wexford,JOHNSTOWNII,2018,8,23.1,7.7,18.8,4.7,21.8,8.6,1027.4,1000.2
Mayo,BELMULLET,2018,9,16.9,5.7,15.6,2.6,17.8,7.4,1038.7,980.2
Mayo,CLAREMORRIS,2018,9,20.1,-0.0,16.7,-0.6,19.1,5.8,1039.8,986.4
Galway,ATHENRY,2018,9,21.9,-0.6,17.3,-1.2,19.7,5.6,1040.3,989.0
Dublin,CASEMENT,2018,9,22.5,1.2,17.7,0.2,20.3,6.2,1040.6,991.8
Cavan,BALLYHAISE,2018,9,20.4,0.7,17.6,0.5,20.1,6.3,1039.3,987.7
Cork,SherkinIsland,2018,9,17.4,5.0,16.4,2.8,18.7,7.5,1041.3,991.8
Kerry,VALENTIA OBSERVATORY,2018,9,20.2,3.2,16.7,2.1,19.0,7.1,1040.8,992.9
Dublin,PHOENIX PARK,2018,9,23.7,1.8,17.2,1.0,19.7,6.6,1040.6,991.7
Clare,SHANNON AIRPORT,2018,9,22.6,3.2,17.3,2.3,19.7,7.2,1041.2,991.9
